Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00042063,2025,Q2,5,2025-05,2025,2025,15-05-2025,Asia,ANZ,Australia,REPC,P&C Re,Liability,Non-Property Treaty,CED0119,Zenith Insurance Group,Lockwood Risk Partners,CM9911,Amara Wallace,Political & Credit Risk,Frank Callahan,201,Trust,No,Cancelled,Inward,23015.13,14893.7,3330,1581.13,3210.3,19685.13,0.6471,0.0687,0.7158
FIN00009864,2023,Q1,3,2023-03,2023,2023,14-03-2023,EMEA,UK,United Kingdom,REPC,P&C Re,Motor,Non-Property Treaty,CED0066,Meadowbrook Insurance Group,Farringdon Risk Partners,CM5813,Hana Bianchi  ,Property Facultative,Karen Vasquez,101,Non Trust,No,Cancelled,Outward,10865.81,7385.76,1049.85,265.96,2164.23,9815.96,0.6797,0.0245,0.7042
FIN00013899,2025,Q4,11,2025-11,2025,2025,09-11-2025,EMEA,Germany,Germany,REPC,Casualty,Accident & Health,Direct Insurance,CED0009,Atlas Mutual,Camden Risk Solutions,CM5523,Sarah O'Connell,Marine Cargo,Henry Cartwright,101,Trust,No,Renewal,Inward,177596.52,100791,15342.62,10779.89,50683.01,162253.9,0.5675,0.0607,0.6282
FIN00036434,2023,Q1,2,2023-02,2023,2023,01-02-2023,EMEA,Nordics,Sweden,REPC,Casualty,Accident & Health,Direct Insurance,CED0019,Cornerstone Mutual,Blackstone Insurance Services,CM3230,Robert Muller,Liability Excess,Susanna Ibsen,102,Non Trust,No,Renewal,Inward,637557.32,258792.4,97005.81,34696.94,247062.16,540551.51,0.4059,0.0544,0.4603
FIN00008873,2023,Q2,4,2023-04,2023,2023,21-04-2023,Asia,Japan,Japan,REPC,Casualty,Workers Compensation,Direct Insurance,CED0108,Trident Underwriters,Vantage Risk Solutions,CM6273,Yuki O'Connell,Construction,Richard Thornton,101,Non Trust,Yes,Renewal,Outward,68624.22,37220.84,10377.41,3471.36,17554.62,58246.81,0.5424,0.0506,0.593
FIN00028087,2023,Q4,11,2023-11,2023,2021,11-11-2023,Americas,US,United States,REPC,Casualty,Liability,Direct Insurance,CED0020,Cornerstone Re,Vantage Insurance Brokers,CM7642,Nadia Kowalski,Casualty Excess,Grace Salazar,102,Trust,No,Renewal,Inward,680626.26,524009.5,72780.81,41690.18,42145.76,607845.44,0.7699,0.0613,0.8311
FIN00024471,2023,Q4,11,2023-11,2023,2023,29-11-2023,EMEA,Germany,Germany,REPC,Vector,Environmental,Property Facultative,CED0115,Westfield Insurance Group,Highbridge Risk Solutions,CM5331,,Workers Comp National,Richard Thornton,101,Trust,No,New Business,Inward,287893.57,199939.98,33697.44,16617.31,37638.84,254196.13,0.6945,0.0577,0.7522
FIN00035025,2024,Q1,2,2024-02,2024,2024,02-02-2024,EMEA,UK,United Kingdom,REPC,Property,Engineering,Property Facultative,CED0036,Global Indemnity,Delacroix & Associates,CM5984,Fatima Chen,Specialty Lines,Richard Thornton,101,Non Trust,No,Renewal,Inward,1016665.48,1024607.45,145222.79,118468.96,-271633.72,871442.69,1.0078,0.1165,1.1243
FIN00046151,2026,Q1,3,2026-03,2025,2025,28-03-2026,Asia,ANZ,Australia,REPC,Casualty,Motor,Non-Property Treaty,CED0089,Quantum Underwriters,Baymont Risk Solutions,CM6075,Sarah O'Connell,Workers Comp National,Karen Vasquez,101,Trust,No,Renewal,Inward,346994.69,226907.33,52758.39,26493.5,40835.47,294236.3,0.6539,0.0764,0.7303
FIN00028859,2024,Q1,2,2024-02,2024,2023,11-02-2024,Asia,Japan,Japan,REPC,Specialty,Cyber,Direct Insurance,CED0033,Fortress Casualty,Lockwood Risk Solutions,CM7456,Nadia Kowalski,Corporate Property,Richard Thornton,101,Trust,Yes,Renewal,Inward,770737.45,269758.11,86847.17,36939.86,377192.32,683890.28,0.35,0.0479,0.3979
FIN00032736,2025,Q2,5,2025-05,2025,2023,07-05-2025,Asia,China,China,REPC,Specialty,Cyber,Non-Property Facultative,CED0120,Zenith Re,Lockwood Risk Solutions,CM7809,Michael Lindqvist,Property Treaty Americas,William Holloway,102,Trust,No,Renewal,Inward,799575.07,152864.92,88876.11,83873.01,473961.04,710698.97,0.1912,0.1049,0.2961
FIN00044978,2026,Q1,1,2026-01,2026,2026,21-01-2026,Americas,US,United States,REPC,Property,Property,Direct Insurance,CED0022,Crown Re,Pinnacle Risk Partners,CM1611,Michael Nkosi,ENGINEERING GLOBAL,Susanna Ibsen,102,Non Trust,No,Renewal,Inward,230782.52,153023.48,40096.38,25055.41,12607.25,190686.14,0.6631,0.1086,0.7716
FIN00021460,2026,Q1,1,2026-01,2025,2025,09-01-2026,EMEA,France,France,REPC,Vector,Environmental,Direct Insurance,CED0058,Landmark Indemnity,Highbridge Risk Solutions,CM5729,Kevin Iversen,Retail Casualty,William Holloway,102,Non Trust,No,New Business,Inward,2191962.06,1393191.98,336563.73,197448.96,264757.39,1855398.32,0.6356,0.0901,0.7257
FIN00030963,2024,Q3,7,2024-07,2023,2023,22-07-2024,Americas,US,United States,REPC,Casualty,Accident & Health,Direct Insurance,CED0027,Evergreen Holdings,Glendale Insurance Brokers,CM4907,Laura Nkosi,Energy Upstream,Isabelle Achebe,101,Trust,No,Renewal,Outward,154660.95,84601.05,24348.53,18528.95,27182.42,130312.42,0.547,0.1198,0.6668
FIN00017824,2025,Q4,10,2025-10,2025,2025,31-10-2025,EMEA,France,France,REPC,P&C Re,Engineering,Property Treaty,CED0104,Summit Re,Northgate Insurance Services,CM3537,Brian Lindqvist,Corporate Property,Christopher Lindberg,101,Non Trust,No,New Business,Inward,206960.52,127297.1,12889.57,14910.9,51862.95,194070.96,0.6151,0.072,0.6871
FIN00026892,2025,Q4,12,2025-12,2025,2025,25-12-2025,EMEA,UK,United Kingdom,REPC,Property,Energy,Direct Insurance,CED0079,Paramount Indemnity,Northgate Insurance Services,CM5432,Fatima Lindqvist,Motor Fleet,Oscar Bennet,101,Non Trust,No,New Business,Inward,195207.03,136736.1,33677.87,19886.74,4906.32,161529.16,0.7005,0.1019,0.8023
FIN00008179,2026,Q3,7,2026-07,2026,2026,14-07-2026,Americas,US,United States,REPC,Casualty,Liability,Direct Insurance,CED0044,Harbor Indemnity,Fairview Risk Solutions,CM6681,Yuki Marchetti,Corporate Property,,102,Non Trust,Yes,Cancelled,Outward,52663.31,40649.78,7144.88,2489.88,2378.77,45518.43,0.7719,0.0473,0.8192
FIN00027293,2025,Q2,4,2025-04,2025,2023,02-04-2025,Americas,Canada,Canada,REPC,Property,Environmental,Property Treaty,CED0104,Summit Re,Blackstone Insurance Services,CM8229,Priya Wallace,Retail Casualty,Christopher Lindberg,102,Non Trust,No,New Business,Inward,373675.4,213498.65,28476.43,41658.44,90041.88,345198.97,0.5713,0.1115,0.6828
FIN00019214,2023,Q2,4,2023-04,2022,2022,12-04-2023,EMEA,Nordics,Sweden,REPC,P&C Re,Engineering,Property Treaty,CED0091,Redwood Insurance Group,Grayson & Associates,CM9173,Marcus Lindqvist,Corporate Property,Martin Weston,102,Non Trust,Yes,Renewal,Inward,225597.17,156654.73,22273.46,19898.47,26770.51,203323.71,0.6944,0.0882,0.7826
FIN00024796,2024,Q2,5,2024-05,2024,2024,15-05-2024,Asia,Japan,Japan,REPC,Casualty,Liability,Non-Property Treaty,CED0118,Zenith Holdings,Grayson Risk Solutions,CM4066,David Marchetti,Property Treaty Americas,Isabelle Achebe,101,Trust,No,Renewal,Inward,347890.66,211860.76,39632.75,39149.23,57247.91,308257.9,0.609,0.1125,0.7215
FIN00043425,2025,Q1,1,2025-01,2024,2024,04-01-2025,EMEA,Germany,Germany,REPC,Property,Construction,Property Treaty,CED0049,Highland Insurance,Vantage Risk Solutions,CM2063,Robert Muller,Engineering Global,Henry Cartwright,101,Non Trust,No,New Business,Outward,537450.92,307252.24,46655.23,63932.44,119611,490795.69,0.5717,0.119,0.6906
FIN00026722,2025,Q3,9,2025-09,2024,2024,06-09-2025,EMEA,Middle East,United Arab Emirates,REPC,Property,Property,Direct Insurance,CED0047,Harbor Mutual,Vantage Risk Solutions,CM9259,Daniel Hassan,Liability Excess,Oscar Bennet,102,Non Trust,No,New Business,Inward,1597579.1,897089.42,262823.3,184976.94,252689.43,1334755.79,0.5615,0.1158,0.6773
FIN00045569,2025,Q4,10,2025-10,2025,2025,15-10-2025,EMEA,UK,United Kingdom,REPC,Casualty,Liability,Direct Insurance,CED0028,Evergreen Re,Pinnacle Risk Advisors,CM9576,Priya Novak,Specialty Lines,Susanna Ibsen,101,Trust,No,New Business,Inward,166191.3,123448.31,24373.84,16992.05,1377.09,141817.46,0.7428,0.1022,0.8451
FIN00041537,2024,Q4,11,2024-11,2024,2024,21-11-2024,EMEA,Germany,Germany,REPC,Casualty,Workers Compensation,Non-Property Treaty,CED0067,Meridian Holdings,Northgate & Associates,CM1262,Robert Alvi,Agriculture Global,Henry Cartwright,101,Non Trust,No,Renewal,Inward,163522.48,109224.49,24800.15,8271.71,21226.13,138722.33,0.6679,0.0506,0.7185
FIN00009455,2026,Q1,3,2026-03,2026,2026,25-03-2026,Americas,Canada,Canada,REPC,Specialty,Aviation,Direct Insurance,CED0031,Falcon Insurance Group,Vantage Insurance Brokers,CM1261,Fatima Costa,Casualty Excess,Oscar Bennet,101,Non Trust,Yes,Renewal,Inward,1230740.41,849796.32,200408.72,131504.93,49030.44,1030331.69,0.6905,0.1069,0.7973
FIN00045285,2025,Q2,6,2025-06,2025,2025,30-06-2025,Americas,Canada,Canada,REPC,Property,Environmental,Property Facultative,CED0026,Evergreen Casualty,Pinnacle Risk Partners,CM7827,Laura Nkosi,Specialty Lines,Christopher Lindberg,101,Trust,No,New Business,Outward,117007.08,73003.17,7449.48,7339.73,29214.71,109557.6,0.6239,0.0627,0.6866
FIN00027415,2023,Q3,9,2023-09,2023,2023,08-09-2023,EMEA,Nordics,Sweden,REPC,Casualty,Accident & Health,Direct Insurance,CED0045,Harbor Insurance,Lockwood Risk Partners,CM6176,Fatima Lindqvist,Space & Satellite,Karen Vasquez,101,Trust,No,New Business,Inward,159270.57,93106.01,20167.21,10998.37,34998.98,139103.36,0.5846,0.0691,0.6536
FIN00036168,2025,Q2,6,2025-06,2025,2025,04-06-2025,Americas,US,United States,REPC,Specialty,Marine,Non-Property Treaty,CED0042,Granite Underwriters,Camden Risk Solutions,CM8354,David Marchetti,Property Treaty Americas,Martin Weston,101,Trust,No,New Business,Inward,717564.48,397954.18,72921.97,21466.52,225221.8,644642.51,0.5546,0.0299,0.5845
FIN00040792,2024,Q3,9,2024-09,2024,2024,10-09-2024,Asia,Hong Kong,Hong Kong,REPC,Property,Construction,Direct Insurance,CED0003,Anchor Underwriters,Farringdon Risk Partners,CM1743,Priya Wallace,Property Treaty Americas,Frank Callahan,102,Non Trust,Yes,Cancelled,Inward,71219.81,52207.84,12070.4,5113.64,1827.93,59149.41,0.7331,0.0718,0.8049
FIN00047094,2025,Q2,5,2025-05,2025,2025,05-05-2025,Asia,India,India,REPC,Casualty,Motor,Non-Property Facultative,CED9999,Unknown Cedent,Grayson & Associates,CM7684,Priya Wallace,Energy Upstream,Christopher Lindberg,102,Trust,No,Renewal,Inward,1623032.87,978765.85,148461.32,83772.96,412032.75,1474571.55,0.603,0.0516,0.6547
FIN00009554,2025,Q3,7,2025-07,2025,2025,08-07-2025,Americas,US,United States,REPC,Specialty,Political Risk,Direct Insurance,CED0103,Summit Casualty,Blackstone Insurance Services,CM8481,James Alvi,Property Treaty Americas,Christopher Lindberg,101,Non Trust,No,Renewal,Inward,50000,24119.56,5394.13,4360.49,16125.83,44605.87,0.4824,0.0872,0.5696
FIN00044616,2026,Q3,7,2026-07,2026,2025,12-07-2026,Asia,Japan,Japan,REPC,Casualty,Workers Compensation,Non-Property Facultative,CED0088,Quantum Mutual,Vantage Group,CM3609,Priya Nakagawa,Political & Credit Risk,Isabelle Achebe,102,Non Trust,No,Cancelled,Inward,9114.02,6242.52,626.34,552.01,1693.15,8487.67,0.6849,0.0606,0.7455
FIN00014623,2025,Q1,2,2025-02,2025,2024,06-02-2025,EMEA,Middle East,United Arab Emirates,REPC,P&C Re,Motor,Non-Property Treaty,CED0012,Bridgeport General Insurance,Baymont Risk Solutions,CM7460,Priya Novak,Construction & Engineering EMEA,Karen Vasquez,101,Non Trust,No,Renewal,Inward,501560.36,390937.49,88395.97,60180.02,-37953.13,413164.39,0.7794,0.12,0.8994
FIN00031977,2026,Q1,3,2026-03,2026,2026,13-03-2026,Americas,Canada,Canada,REPC,Casualty,Workers Compensation,Direct Insurance,CED0063,Lonestar Indemnity,Yorkshire Risk Advisors,CM1608,Mei Hassan,Property Treaty Americas,Henry Cartwright,102,,No,Renewal,Inward,569530.05,396610.06,104635.69,45289.25,22995.05,464894.36,0.6964,0.0795,0.7759
FIN00034998,2023,Q1,3,2023-03,2023,2022,19-03-2023,EMEA,France,France,REPC,Casualty,Accident & Health,Direct Insurance,CED0080,Paramount Mutual,Cornerstone Risk Advisors,CM9098,James Alvi,Property Facultative,Grace Salazar,101,Non Trust,No,Renewal,Inward,181839.6,105477.32,26313.14,3877.69,46171.45,155526.46,0.5801,0.0213,0.6014
FIN00025153,2024,Q2,5,2024-05,2023,2023,02-05-2024,Americas,Canada,Canada,REPC,Property,Construction,Direct Insurance,CED0119,Zenith Insurance Group,Delacroix & Associates,CM4599,James Alvi,Retail Casualty,Susanna Ibsen,102,Trust,No,Renewal,Outward,280779.16,152278.85,36469.1,6083.99,85947.22,244310.06,0.5423,0.0217,0.564
FIN00002682,2025,Q2,4,2025-04,2025,2025,17-04-2025,EMEA,Germany,Germany,REPC,Specialty,Political Risk,Direct Insurance,CED0099,  SILVERLINE UNDERWRITERS ,Delacroix & Associates,CM4338,Robert Alvi,Retail Casualty,Oscar Bennet,101,Trust,No,Renewal,Outward,425658.31,263465.59,59536.19,42398.86,60257.67,366122.12,0.619,0.0996,0.7186
FIN00012049,2024,Q4,11,2024-11,2024,2023,22-11-2024,Asia,China,China,REPC,Property,Environmental,Direct Insurance,CED0023,Delta Assurance,Cornerstone Risk Advisors,CM4379,Mei Hassan,Aviation,Susanna Ibsen,101,Non Trust,No,New Business,Inward,1284461.86,676293.9,195153.89,113336.8,299677.26,1089307.96,0.5265,0.0882,0.6148
FIN00013170,2023,Q1,1,2023-01,2023,2023,17-01-2023,EMEA,UK,United Kingdom,REPC,Property,Construction,Property Treaty,CED0068,Meridian Underwriters,Glendale Insurance Brokers,CM6937,Fatima Lindqvist,Retail Casualty,Monica Petrov,101,Non Trust,No,Renewal,Inward,119796.57,66760.07,24226.89,3344.98,25464.62,95569.67,0.5573,0.0279,0.5852
FIN00001523,2023,Q2,5,2023-05,2023,2022,24-05-2023,EMEA,France,France,REPC,Property,Property,Direct Insurance,CED0058,Landmark Indemnity,Vantage Group,CM6062,Mei Hassan,Marine Cargo,Henry Cartwright,101,Non Trust,No,Renewal,Inward,494185.37,288428.71,93538.65,42798.04,69419.96,400646.71,0.5836,0.0866,0.6702
FIN00001397,2023,Q4,12,2023-12,2022,2021,17-12-2023,Asia,Hong Kong,Hong Kong,REPC,P&C Re,Motor,Non-Property Treaty,CED0045,Harbor Insurance,Yorkshire Risk Advisors,CM5059,Daniel Hassan,Agriculture Global,Karen Vasquez,101,Non Trust,No,Cancelled,Inward,10019.08,7067.72,1570.88,1107.71,272.76,8448.2,0.7054,0.1106,0.816
FIN00025325,2026,Q1,2,2026-02,2026,2025,15-02-2026,EMEA,Germany,Germany,REPC,Property,Energy,Direct Insurance,CED0035,Global General Insurance,Lockwood Risk Partners,CM3177,Brian Lindqvist,Property Treaty Americas,Susanna Ibsen,101,Non Trust,No,Renewal,Inward,827378.3,632488.69,115323.49,26814.3,52751.81,712054.81,0.7644,0.0324,0.7969
FIN00030612,2024,Q1,3,2024-03,2024,2024,18-03-2024,EMEA,UK,United Kingdom,REPC,P&C Facultative,Property,Property Facultative,CED0014,Bridgeport Insurance Group,Pinnacle Insurance Brokers,CM9344,Marcus Lindqvist,Agriculture Global,Oscar Bennet,102,Trust,No,New Business,Inward,914847.94,293726.26,77739.28,50698.52,492683.88,837108.66,0.3211,0.0554,0.3765
FIN00014466,2023,Q2,6,2023-06,2023,2023,04-06-2023,EMEA,Middle East,United Arab Emirates,REPC,Property,Engineering,Direct Insurance,CED0036,Global Indemnity,Ashford & Associates,CM6858,Amara Wallace,Property Treaty Americas,Renata Moreau,102,Non Trust,No,Renewal,Inward,2463962.51,1366060.33,385594.65,88780.58,623526.96,2078367.86,0.5544,0.036,0.5904
FIN00018208,2023,Q4,10,2023-10,2023,2023,29-10-2023,Americas,Canada,Canada,REPC,Casualty,Workers Compensation,Direct Insurance,CED0082,Pinnacle Indemnity,Camden Risk Solutions,CM6355,Daniel Hassan,Workers Comp National,Christopher Lindberg,101,Non Trust,No,New Business,Inward,96972.3,66965.7,11237.94,7796.77,10971.9,85734.37,0.6906,0.0804,0.771
FIN00024160,2026,Q2,4,2026-04,2026,2026,27-04-2026,EMEA,Germany,Germany,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0031,Falcon Insurance Group,Grayson & Associates,CM9685,Yuki O'Connell,Political & Credit Risk,Monica Petrov,201,Trust,No,Cancelled,Inward,102597.29,60982.29,12854.21,2831.1,25929.68,89743.08,0.5944,0.0276,0.622
FIN00012209,2026,Q3,7,2026-07,2026,2026,23-07-2026,Asia,Japan,Japan,REPC,Property,Environmental,Property Facultative,CED0119,Zenith Insurance Group,Radcliffe Group,CM5956,Fatima Costa,Political & Credit Risk,Martin Weston,201,Trust,Yes,Renewal,Inward,537340.83,384727.11,50572.4,52995.06,49046.25,486768.42,0.716,0.0986,0.8146
FIN00040709,2025,Q2,6,2025-06,2025,2025,19-06-2025,EMEA,Middle East,United Arab Emirates,REPC,Property,Energy,Property Facultative,CED0011,Bridgeport Assurance,Vantage Insurance Services,CM8586,Fatima Lindqvist,Specialty Lines,Richard Thornton,201,Non Trust,Yes,Cancelled,Outward,35043.03,26228.42,7334.8,1485.75,-5.95,27708.22,0.7485,0.0424,0.7909
FIN00016293,2026,Q2,5,2026-05,2025,2025,20-05-2026,EMEA,Nordics,Sweden,REPC,P&C Re,Engineering,Property Treaty,CED0003,Anchor Underwriters,Yorkshire Risk Advisors,CM8163,Kevin Iversen,Motor Fleet,Isabelle Achebe,101,Non Trust,No,Renewal,Outward,408085.78,255990.76,65842.92,30495.67,55756.43,342242.87,0.6273,0.0747,0.702
FIN00041786,2025,Q4,10,2025-10,2025,2025,10-10-2025,Asia,Japan,Japan,REPC,Casualty,Liability,Non-Property Facultative,CED0012,Bridgeport General Insurance,Thackeray Risk Advisors,CM8659,Priya Novak,Property Facultative,Monica Petrov,101,Trust,Yes,Renewal,Inward,506073.59,388974.78,79967.16,55245.75,-18114.11,426106.43,0.7686,0.1092,0.8778
FIN00049762,2025,Q2,6,2025-06,2024,2023,16-06-2025,Americas,US,United States,REPC,Specialty,Credit & Surety,Direct Insurance,CED0090,Redwood Assurance,Ivory Risk Solutions,CM3258,Priya Wallace,Aviation,Christopher Lindberg,102,Trust,Yes,Renewal,Inward,190398.81,93445.86,32813.11,10193.82,53946.02,157585.7,0.4908,0.0535,0.5443
FIN00043816,2025,Q4,10,2025-10,2025,2025,16-10-2025,EMEA,Spain,Spain,REPC,Specialty,Marine,Direct Insurance,CED0075,Pacific Assurance,Blackstone Insurance Services,CM9581,Steven Park,Casualty Excess,Monica Petrov,101,Non Trust,No,Renewal,Inward,727474.31,395084.58,140242.19,49347.2,142800.34,587232.12,0.5431,0.0678,0.6109
FIN00037008,2025,Q1,3,2025-03,2024,2024,15-03-2025,EMEA,Nordics,Sweden,REPC,P&C Facultative,Property,Property Facultative,CED0047,Harbor Mutual,Vantage Insurance Brokers,CM9450,Michael Lindqvist,Aviation,Susanna Ibsen,101,Trust,No,Renewal,Inward,1315974.03,635160.89,210552.39,29677.11,440583.64,1105421.65,0.4827,0.0226,0.5052
FIN00034412,2024,Q4,11,2024-11,2024,2023,27-11-2024,Asia,China,China,REPC,Specialty,Credit & Surety,Direct Insurance,CED0007,Atlas Insurance,Hartwell Insurance Brokers,CM9140,Peter Nakamura,Environmental Risk,Henry Cartwright,102,Non Trust,No,Renewal,Inward,129557.63,51923.18,22728.5,7778.15,47127.81,106829.14,0.4008,0.06,0.4608
FIN00041989,2025,Q4,10,2025-10,2025,2023,28-10-2025,EMEA,Germany,Germany,REPC,Specialty,Cyber,Direct Insurance,CED0046,Harbor Insurance Group,Northgate Insurance Services,CM3260,James Alvi,Corporate Property,William Holloway,101,Trust,No,Renewal,Inward,111919.13,39171.69,10803.03,11688.96,50255.44,101116.1,0.35,0.1044,0.4544
FIN00033806,2024,Q3,9,2024-09,2024,2024,18-09-2024,Asia,Singapore,Singapore,REPC,Casualty,Liability,Direct Insurance,CED0031,Falcon Insurance Group,Lockwood Risk Partners,CM7389,Michael Lindqvist,Energy Upstream,Christopher Lindberg,101,Non Trust,No,Renewal,Inward,657733.39,342473.82,124487.47,73263.61,117508.49,533245.92,0.5207,0.1114,0.6321
FIN00037052,2023,Q3,7,2023-07,2023,2023,26-07-2023,EMEA,Germany,Germany,REPC,Property,Environmental,Direct Insurance,CED0102,Sterling Re,Lockwood Risk Solutions,CM7939,Sarah O'Connell,Corporate Property,William Holloway,101,Trust,No,Renewal,Inward,1297463.8,670412.26,96462.92,124535.57,406053.06,1201000.88,0.5167,0.096,0.6127
FIN00037569,2026,Q2,6,2026-06,2026,2026,11-06-2026,EMEA,France,France,REPC,Casualty,Liability,Non-Property Facultative,CED0078,Paramount General Insurance,Baymont Risk Partners,CM3559,Peter Nakamura,Motor Fleet,Monica Petrov,101,Non Trust,No,Renewal,Inward,513251.27,318665.4,102980.43,35114.05,56491.38,410270.84,0.6209,0.0684,0.6893
FIN00016304,2024,Q3,8,2024-08,2024,2024,05-08-2024,Americas,US,United States,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0092,Riverside Assurance,Vantage Insurance Services,CM4097,Michael Lindqvist,Aviation,Christopher Lindberg,102,Trust,No,Cancelled,Inward,45948.57,25981.84,7228.9,4484.71,8253.13,38719.67,0.5655,0.0976,0.6631
FIN00024069,2023,Q3,7,2023-07,2022,2022,16-07-2023,EMEA,Middle East,United Arab Emirates,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0054,Keystone Assurance,Lockwood Risk Partners,CM2061,Yuki O'Connell,Space & Satellite,Frank Callahan,101,Non Trust,No,New Business,Outward,186596.6,100529.85,15398.07,14869.19,55799.48,171198.53,0.5388,0.0797,0.6184
FIN00003978,2026,Q1,3,2026-03,2026,2026,23-03-2026,Asia,China,China,REPC,Casualty,Motor,Non-Property Treaty,CED0017,Cornerstone Assurance,Pinnacle Insurance Brokers,CM3240,Priya Nakagawa,Trade Credit & Surety,Monica Petrov,102,Trust,No,Renewal,Inward,120899.54,87707.15,14055.59,10142.22,8994.59,106843.95,0.7255,0.0839,0.8093
FIN00015776,2025,Q4,12,2025-12,2025,2025,16-12-2025,Americas,Canada,Canada,REPC,Property,Engineering,Direct Insurance,CED0051,Horizon Assurance,GRAYSON RISK SOLUTIONS,CM8456,David Marchetti,Cyber Risk,George Simmons,201,Non Trust,Yes,Cancelled,Inward,12234.05,7542.18,2277.16,907.63,1507.08,9956.89,0.6165,0.0742,0.6907
FIN00020943,2024,Q4,11,2024-11,2023,2023,22-11-2024,EMEA,Italy,Italy,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0003,Anchor Underwriters,Glendale Insurance Brokers,CM2566,Steven Park,Liability Excess,Anjali Verma,101,Non Trust,No,Renewal,Inward,185667.12,115944.82,15350.69,11396.34,42975.27,170316.43,0.6245,0.0614,0.6859
